iter	Logloss
386	0.4601819958
387	0.4599335254
388	0.4598030344
389	0.4594589204
390	0.4592874605
391	0.4589924672
392	0.4587610174
393	0.458596963
394	0.4583355032
395	0.4579962564
396	0.4577371855
397	0.4574740236
398	0.4571122918
399	0.4570076004
400	0.4565562269
401	0.4563907392
402	0.4561795349
403	0.4559308853
404	0.4556614825
405	0.4554792729
406	0.4551110613
407	0.4547068975
408	0.4543684271
409	0.4541208226
410	0.4538641704
411	0.4537610914
412	0.4534492269
413	0.4532743331
414	0.4530593066
415	0.4527977871
416	0.4525173359
417	0.4521919743
418	0.4518763473
419	0.4514756473
420	0.4511194397
421	0.4507610821
422	0.4503525288
423	0.4502850736
424	0.4500764373
425	0.4498848514
426	0.449602937
427	0.449195608
428	0.4489663977
429	0.4486122505
430	0.4484731894
431	0.4482679274
432	0.4480382393
433	0.4478707211
434	0.447666116
435	0.4473634783
436	0.4471227418
437	0.4469515507
438	0.4467373006
439	0.446455655
440	0.4461513153
441	0.4458382862
442	0.4455935782
443	0.4453574104
444	0.4450293017
445	0.4447212592
446	0.4444431074
447	0.4441923078
448	0.4439549754
449	0.4437926529
450	0.4434331607
451	0.4430600519
452	0.4427106525
453	0.4424405033
454	0.4421965418
455	0.441987577
456	0.4417464225
457	0.4414800058
458	0.4411018207
459	0.4407668142
460	0.4405921294
461	0.4402462834
462	0.4400270466
463	0.439750746
464	0.4396085795
465	0.4393395948
466	0.4391031583
467	0.4386990542
468	0.438533238
469	0.4383125678
470	0.4380628433
471	0.4378144326
472	0.4375037624
473	0.437342515
474	0.4369709291
475	0.43682503
476	0.4365034309
477	0.4362131854
478	0.4358531258
479	0.4354581292
480	0.4351665698
481	0.4349249375
482	0.4346897252
483	0.4345025886
484	0.4342788129
485	0.4339393272
486	0.4337141481
487	0.4333942212
488	0.4331540222
489	0.4327104124
490	0.4324590455
491	0.4321004491
492	0.4318469023
493	0.431578694
494	0.4313906317
495	0.4311880869
496	0.4309109503
497	0.4307703067
498	0.4303777885
499	0.4300347793
500	0.4297655557
501	0.429409587
502	0.4291691192
503	0.4288343217
504	0.4286054697
505	0.4282098162
506	0.4279165846
507	0.4277360472
508	0.4274486385
509	0.4270153307
510	0.4267393288
511	0.4264666712
512	0.4261667808
513	0.4259212367
514	0.4256834265
515	0.4254871227
516	0.4251475773
517	0.4247823517
518	0.4245702814
519	0.4244195748
520	0.4240652185
521	0.4238099399
522	0.4235087953
523	0.4233323786
524	0.4229841736
525	0.4226451359
526	0.422236493
527	0.4218596218
528	0.4215365595
529	0.421155896
530	0.4208418217
531	0.4205324654
532	0.4202344562
533	0.4199489885
534	0.4196524125
535	0.4194126614
536	0.4190587829
537	0.418786424
538	0.4185877611
539	0.4182877513
540	0.4179115967
541	0.4176364309
542	0.4173529937
543	0.4171332492
544	0.416889646
545	0.4166636906
546	0.4164623402
547	0.4160936807
548	0.4158680537
549	0.4155922907
550	0.4153092416
551	0.4149205157
552	0.4147324235
553	0.4144355192
554	0.4141489764
555	0.4139304562
556	0.413639524
557	0.4133506222
558	0.4129314982
559	0.4125273643
560	0.4123247897
561	0.4120494745
562	0.4117242623
563	0.4115103705
564	0.411264916
565	0.4108979884
566	0.4107442957
567	0.4105781809
568	0.4101495015
569	0.4099336688
570	0.4096374512
571	0.409348639
572	0.4091555004
573	0.4088116252
574	0.4084103579
575	0.4080967017
576	0.4078490972
577	0.4076450296
578	0.4072721
579	0.4069682082
580	0.4066998207
581	0.4063585733
582	0.4060136829
583	0.4056299736
584	0.4053089119
585	0.4049644396
586	0.4046954549
587	0.4044177807
588	0.4041063342
589	0.4037504849
590	0.4035346223
591	0.4032869582
592	0.4029518322
593	0.4027160824
594	0.4024442012
595	0.4022481064
596	0.4019580998
597	0.4016414575
598	0.401358289
599	0.4009767297
600	0.4006894106
601	0.4003155852
602	0.4000271612
603	0.3997686278
604	0.3995092881
605	0.3992778681
606	0.398959255
607	0.398565214
608	0.3982798657
609	0.3979750781
610	0.3976404896
611	0.3974976362
612	0.3972148858
613	0.3969712827
614	0.3966371421
615	0.3962679749
616	0.3961341694
617	0.3957752743
618	0.3955342093
619	0.3953976864
620	0.3952658816
621	0.3949922685
622	0.3946886753
623	0.3945215752
624	0.3942452746
625	0.3940320696
626	0.3937564559
627	0.3935126736
628	0.3933239244
629	0.3931014925
630	0.3928352251
631	0.3924861542
632	0.3921181815
633	0.3918932413
634	0.3915733442
635	0.3914207264
636	0.3912099402
637	0.3909747876
638	0.3906979794
639	0.3905470339
640	0.3903748872
641	0.3901623093
642	0.3898198675
643	0.3895992272
644	0.3894545225
645	0.3891599174
646	0.3888258365
647	0.3885753654
648	0.3883434975
649	0.3881972699
650	0.3879822733
651	0.387811351
652	0.387585067
653	0.3873471374
654	0.3872203192
655	0.3870481129
656	0.3867601966
657	0.3865340918
658	0.386238352
659	0.3859915836
660	0.3856910064
661	0.3853949381
662	0.3852581465
663	0.3849084186
664	0.384675834
665	0.3843840358
666	0.3841509735
667	0.3839760797
668	0.3837203233
669	0.3835538502
670	0.38322177
671	0.3828949751
672	0.382628439
673	0.3823389998
674	0.3819789103
675	0.3817407418
676	0.3815003337
677	0.3813166609
678	0.3810289835
679	0.3807986683
680	0.380340397
681	0.3801680414
682	0.379910344
683	0.3797077097
684	0.3794926533
685	0.3793084729
686	0.3791878956
687	0.3789395745
688	0.3786220364
689	0.3782878958
690	0.3780770199
691	0.3777042695
692	0.3775345715
693	0.3773133041
694	0.3770185795
695	0.3767122093
696	0.3763405637
697	0.3761212672
698	0.3760116189
699	0.3758203615
700	0.3757106535
701	0.3755688453
702	0.3755185599
703	0.3753261081
704	0.3750868348
705	0.3747699237
706	0.3745565097
707	0.3743761514
708	0.3741539584
709	0.3738352259
710	0.3736968218
711	0.3733864204
712	0.3730595956
713	0.3727422666
714	0.3723934644
715	0.3721161486
716	0.3719995726
717	0.3716813478
718	0.3716157738
719	0.3713615104
720	0.3710897188
721	0.3708543274
722	0.3705473898
723	0.370327705
724	0.3701426288
725	0.3699083422
726	0.3697960363
727	0.3695755154
728	0.3693264478
729	0.3691509269
730	0.3689079509
731	0.3686950445
732	0.3686708872
733	0.3684707313
734	0.3681865774
735	0.3679555158
736	0.3676770354
737	0.3673286214
738	0.3670570986
739	0.3668846533
740	0.3666374371
741	0.3663266176
742	0.3660473012
743	0.3657675667
744	0.3655533763
745	0.3652827492
746	0.364997162
747	0.3647967971
748	0.3645899226
749	0.3642132007
750	0.3639278822
751	0.363702942
752	0.3632476269
753	0.3630902613
754	0.3629359415
755	0.362705268
756	0.3624201287
757	0.3621999065
758	0.3619032709
759	0.3616821528
760	0.3615228164
761	0.3613461608
762	0.3611326871
763	0.3607770468
764	0.3604917881
765	0.3602615028
766	0.3602280589
767	0.3599765128
768	0.3597292368
769	0.3595200033
770	0.3592635601
771	0.3589972031
772	0.358775667
773	0.3585127142
774	0.3582520905
775	0.3581607468
776	0.3579600832
777	0.3577090747
778	0.3574671437
779	0.3572755877
780	0.3570829268
781	0.3568505513
782	0.3566515301
783	0.3563786038
784	0.3562241347
785	0.3560691878
786	0.3557325389
787	0.3553565934
788	0.3550086572
789	0.3547780136
790	0.354578425
791	0.3543100973
792	0.3541405784
793	0.3539247755
794	0.3537747557
795	0.3535439329
796	0.3533007478
797	0.3530524267
798	0.3527732297
799	0.3526637008
800	0.3524352072
801	0.3522859637
802	0.3520714747
803	0.3517777952
804	0.351561425
805	0.3513915777
806	0.3511491092
807	0.3510073309
808	0.3507479614
809	0.350454909
810	0.3503231041
811	0.3500772316
812	0.3498046039
813	0.349648373
814	0.3494288077
815	0.3492394016
816	0.3490714654
817	0.3488137979
818	0.3486186884
819	0.3484137548
820	0.3482789937
821	0.3481425903
822	0.3479294749
823	0.3477337384
824	0.34759196
825	0.3473050888
826	0.347058858
827	0.3468560743
828	0.3465735031
829	0.3462659086
830	0.3460677235
831	0.3458512338
832	0.3456599465
833	0.3454246745
834	0.345164648
835	0.3449001126
836	0.3445628067
837	0.3442957929
838	0.3440957265
839	0.3439131287
840	0.343649728
841	0.3434725349
842	0.3433580193
843	0.3433201859
844	0.3430579497
845	0.342956961
846	0.342690843
847	0.3425659359
848	0.3423676313
849	0.3421454084
850	0.3419384742
851	0.3416670409
852	0.3414116727
853	0.3412519182
854	0.3410368619
855	0.3408290019
856	0.3406077047
857	0.3403239689
858	0.3399745993
859	0.3398015868
860	0.3395781396
861	0.3393938695
862	0.3392451038
863	0.3390379904
864	0.3389050807
865	0.3388161855
866	0.3384799845
867	0.3382886674
868	0.3381089063
869	0.3378853397
870	0.3375905255
871	0.3373439363
872	0.3371359868
873	0.3369484321
874	0.3367920519
875	0.3366539166
876	0.3365229478
877	0.3363098921
878	0.3361262491
879	0.3358422445
880	0.3355674072
881	0.3354080708
882	0.3351986879
883	0.335003041
884	0.334772696
885	0.3347251579
886	0.3345354233
887	0.3342919695
888	0.3339984394
889	0.3336686883
890	0.3334896439
891	0.333386326
892	0.3332964455
893	0.3330564256
894	0.3328456692
895	0.3326899459
896	0.3324431477
897	0.3321426302
898	0.3319467444
899	0.3317548897
900	0.3315597504
901	0.3313079058
902	0.3311234864
903	0.3308652516
904	0.3306822058
905	0.3304453811
906	0.3302194256
907	0.3299986957
908	0.3298169937
909	0.3296126573
910	0.329410232
911	0.3292447741
912	0.3290463203
913	0.3288834006
914	0.3286505473
915	0.3284544823
916	0.3281763603
917	0.328038225
918	0.3278058196
919	0.3276788223
920	0.3275639782
921	0.3272867221
922	0.3271160686
923	0.3269780825
924	0.3268845291
925	0.3266807004
926	0.3264759758
927	0.3262430628
928	0.326110153
929	0.3259188956
930	0.3256426847
931	0.3253950802
932	0.3251803225
933	0.3250182389
934	0.3247718886
935	0.3245503823
936	0.3244499311
937	0.3242125688
938	0.323999752
939	0.3236658205
940	0.3234772803
941	0.3232273169
942	0.3231526653
943	0.3229566003
944	0.3227208207
945	0.3225546163
946	0.322401252
947	0.3222065905
948	0.3220788168
949	0.3218455156
950	0.3216308773
951	0.3214681368
952	0.3212710267
953	0.3210987308
954	0.3209204627
955	0.3207374468
956	0.3205999983
957	0.3203624867
958	0.3201849353
959	0.319982092
960	0.3198301312
961	0.3196350217
962	0.319476402
963	0.319240473
964	0.3191180145
965	0.3190342256
966	0.318857988
967	0.318677152
968	0.3185423013
969	0.3182838873
970	0.3181099789
971	0.3179437746
972	0.3176600387
973	0.3173742126
974	0.3171445544
975	0.3169421291
976	0.3167465718
977	0.3165349792
978	0.3162890768
979	0.3161447006
980	0.3160442793
981	0.3158366881
982	0.3156363829
983	0.315531781
984	0.3152904772
985	0.3150728229
986	0.3149189809
987	0.3147742464
988	0.3145046645
989	0.3142974316
990	0.3141096679
991	0.3139205903
992	0.313748802
993	0.3136036793
994	0.3134342798
995	0.3132134305
996	0.313004406
997	0.3128406204
998	0.3125857299
999	0.3123399171
